REF_DATE,GEO,DGUID,Labour force status (8),Age (15A),Coordinate,Gender (3):Total - Gender[1],Symbol,Gender (3):Men+[2],Symbol,Gender (3):Women+[3],Symbol
2021,Pasadena,2021A00051005012,Total - Labour force status,35 to 44 years,189.1.10,430,,195,,235,
2021,Pasadena,2021A00051005012,Total - Labour force status,45 to 54 years,189.1.11,420,,215,,210,
2021,Pasadena,2021A00051005012,Total - Labour force status,55 to 64 years,189.1.12,585,,265,,320,
2021,Pasadena,2021A00051005012,Total - Labour force status,65 years and over,189.1.13,875,,420,,460,
2021,Pasadena,2021A00051005012,Total - Labour force status,65 to 74 years,189.1.14,570,,285,,280,
2021,Pasadena,2021A00051005012,Total - Labour force status,75 years and over,189.1.15,310,,130,,180,
2021,Pasadena,2021A00051005012,In the labour force,Total - Age,189.2.1,1640,,815,,825,
2021,Pasadena,2021A00051005012,In the labour force,15 to 24 years,189.2.2,225,,105,,115,
2021,Pasadena,2021A00051005012,In the labour force,15 to 19 years,189.2.3,85,,40,,40,
2021,Pasadena,2021A00051005012,In the labour force,20 to 24 years,189.2.4,140,,65,,75,
2021,Pasadena,2021A00051005012,In the labour force,25 to 64 years,189.2.5,1335,,660,,675,
2021,Pasadena,2021A00051005012,In the labour force,25 to 54 years,189.2.6,1000,,495,,510,
2021,Pasadena,2021A00051005012,In the labour force,25 to 34 years,189.2.7,240,,125,,115,
2021,Pasadena,2021A00051005012,In the labour force,25 to 29 years,189.2.8,75,,40,,35,
2021,Pasadena,2021A00051005012,In the labour force,30 to 34 years,189.2.9,160,,90,,75,
2021,Pasadena,2021A00051005012,In the labour force,35 to 44 years,189.2.10,395,,180,,215,
2021,Pasadena,2021A00051005012,In the labour force,45 to 54 years,189.2.11,365,,190,,175,
2021,Pasadena,2021A00051005012,In the labour force,55 to 64 years,189.2.12,330,,165,,170,
2021,Pasadena,2021A00051005012,In the labour force,65 years and over,189.2.13,85,,50,,35,
2021,Pasadena,2021A00051005012,In the labour force,65 to 74 years,189.2.14,85,,50,,35,
2021,Pasadena,2021A00051005012,In the labour force,75 years and over,189.2.15,0,,0,,0,
2021,Pasadena,2021A00051005012,Employed,Total - Age,189.3.1,1405,,680,,720,
2021,Pasadena,2021A00051005012,Employed,15 to 24 years,189.3.2,165,,80,,85,
2021,Pasadena,2021A00051005012,Employed,15 to 19 years,189.3.3,65,,35,,30,
2021,Pasadena,2021A00051005012,Employed,20 to 24 years,189.3.4,95,,45,,50,
2021,Pasadena,2021A00051005012,Employed,25 to 64 years,189.3.5,1170,,560,,610,
2021,Pasadena,2021A00051005012,Employed,25 to 54 years,189.3.6,890,,435,,460,
2021,Pasadena,2021A00051005012,Employed,25 to 34 years,189.3.7,195,,100,,95,
2021,Pasadena,2021A00051005012,Employed,25 to 29 years,189.3.8,60,,30,,35,
2021,Pasadena,2021A00051005012,Employed,30 to 34 years,189.3.9,140,,75,,65,
2021,Pasadena,2021A00051005012,Employed,35 to 44 years,189.3.10,340,,155,,190,
2021,Pasadena,2021A00051005012,Employed,45 to 54 years,189.3.11,345,,180,,170,
2021,Pasadena,2021A00051005012,Employed,55 to 64 years,189.3.12,280,,125,,155,
2021,Pasadena,2021A00051005012,Employed,65 years and over,189.3.13,65,,45,,20,
2021,Pasadena,2021A00051005012,Employed,65 to 74 years,189.3.14,65,,45,,20,
2021,Pasadena,2021A00051005012,Employed,75 years and over,189.3.15,0,,0,,0,
2021,Pasadena,2021A00051005012,Unemployed,Total - Age,189.4.1,245,,130,,110,
2021,Pasadena,2021A00051005012,Unemployed,15 to 24 years,189.4.2,65,,30,,30,
2021,Pasadena,2021A00051005012,Unemployed,15 to 19 years,189.4.3,15,,10,,10,
2021,Pasadena,2021A00051005012,Unemployed,20 to 24 years,189.4.4,45,,20,,25,
2021,Pasadena,2021A00051005012,Unemployed,25 to 64 years,189.4.5,160,,100,,65,
2021,Pasadena,2021A00051005012,Unemployed,25 to 54 years,189.4.6,110,,60,,50,
2021,Pasadena,2021A00051005012,Unemployed,25 to 34 years,189.4.7,40,,25,,20,
2021,Pasadena,2021A00051005012,Unemployed,25 to 29 years,189.4.8,15,,15,,0,
2021,Pasadena,2021A00051005012,Unemployed,30 to 34 years,189.4.9,25,,10,,15,
2021,Pasadena,2021A00051005012,Unemployed,35 to 44 years,189.4.10,50,,25,,25,
2021,Pasadena,2021A00051005012,Unemployed,45 to 54 years,189.4.11,20,,10,,10,
2021,Pasadena,2021A00051005012,Unemployed,55 to 64 years,189.4.12,50,,40,,15,
2021,Pasadena,2021A00051005012,Unemployed,65 years and over,189.4.13,20,,10,,10,
2021,Pasadena,2021A00051005012,Unemployed,65 to 74 years,189.4.14,20,,10,,10,
2021,Pasadena,2021A00051005012,Unemployed,75 years and over,189.4.15,0,,0,,0,
2021,Pasadena,2021A00051005012,Not in the labour force,Total - Age,189.5.1,1345,,625,,720,
2021,Pasadena,2021A00051005012,Not in the labour force,15 to 24 years,189.5.2,165,,100,,65,
2021,Pasadena,2021A00051005012,Not in the labour force,15 to 19 years,189.5.3,130,,75,,55,
2021,Pasadena,2021A00051005012,Not in the labour force,20 to 24 years,189.5.4,30,,20,,10,
2021,Pasadena,2021A00051005012,Not in the labour force,25 to 64 years,189.5.5,385,,160,,225,
2021,Pasadena,2021A00051005012,Not in the labour force,25 to 54 years,189.5.6,135,,60,,75,
2021,Pasadena,2021A00051005012,Not in the labour force,25 to 34 years,189.5.7,45,,30,,20,
2021,Pasadena,2021A00051005012,Not in the labour force,25 to 29 years,189.5.8,10,,10,,0,
2021,Pasadena,2021A00051005012,Not in the labour force,30 to 34 years,189.5.9,30,,15,,20,
2021,Pasadena,2021A00051005012,Not in the labour force,35 to 44 years,189.5.10,40,,15,,25,
2021,Pasadena,2021A00051005012,Not in the labour force,45 to 54 years,189.5.11,55,,20,,30,
2021,Pasadena,2021A00051005012,Not in the labour force,55 to 64 years,189.5.12,255,,95,,155,
2021,Pasadena,2021A00051005012,Not in the labour force,65 years and over,189.5.13,790,,370,,425,
2021,Pasadena,2021A00051005012,Not in the labour force,65 to 74 years,189.5.14,485,,235,,245,
2021,Pasadena,2021A00051005012,Not in the labour force,75 years and over,189.5.15,310,,130,,180,
2021,Pasadena,2021A00051005012,Participation rate,Total - Age,189.6.1,54.9,,56.4,,53.4,
2021,Pasadena,2021A00051005012,Participation rate,15 to 24 years,189.6.2,57.7,,50.0,,62.2,
2021,Pasadena,2021A00051005012,Participation rate,15 to 19 years,189.6.3,38.6,,32.0,,40.0,
2021,Pasadena,2021A00051005012,Participation rate,20 to 24 years,189.6.4,82.4,,76.5,,88.2,
2021,Pasadena,2021A00051005012,Participation rate,25 to 64 years,189.6.5,77.6,,81.0,,74.6,
2021,Pasadena,2021A00051005012,Participation rate,25 to 54 years,189.6.6,88.1,,90.0,,87.9,
2021,Pasadena,2021A00051005012,Participation rate,25 to 34 years,189.6.7,85.7,,83.3,,88.5,
2021,Pasadena,2021A00051005012,Participation rate,25 to 29 years,189.6.8,88.2,,88.9,,100.0,
2021,Pasadena,2021A00051005012,Participation rate,30 to 34 years,189.6.9,82.1,,85.7,,78.9,
2021,Pasadena,2021A00051005012,Participation rate,35 to 44 years,189.6.10,91.9,,92.3,,91.5,
2021,Pasadena,2021A00051005012,Participation rate,45 to 54 years,189.6.11,86.9,,88.4,,83.3,
2021,Pasadena,2021A00051005012,Participation rate,55 to 64 years,189.6.12,56.4,,62.3,,53.1,
2021,Pasadena,2021A00051005012,Participation rate,65 years and over,189.6.13,9.7,,11.9,,7.6,
2021,Pasadena,2021A00051005012,Participation rate,65 to 74 years,189.6.14,14.9,,17.5,,12.5,
2021,Pasadena,2021A00051005012,Participation rate,75 years and over,189.6.15,0.0,,0.0,,0.0,
2021,Pasadena,2021A00051005012,Employment rate,Total - Age,189.7.1,47.1,,47.1,,46.6,
2021,Pasadena,2021A00051005012,Employment rate,15 to 24 years,189.7.2,42.3,,38.1,,45.9,
2021,Pasadena,2021A00051005012,Employment rate,15 to 19 years,189.7.3,29.5,,28.0,,30.0,
2021,Pasadena,2021A00051005012,Employment rate,20 to 24 years,189.7.4,55.9,,52.9,,58.8,
2021,Pasadena,2021A00051005012,Employment rate,25 to 64 years,189.7.5,68.0,,68.7,,67.4,
2021,Pasadena,2021A00051005012,Employment rate,25 to 54 years,189.7.6,78.4,,79.1,,79.3,
2021,Pasadena,2021A00051005012,Employment rate,25 to 34 years,189.7.7,69.6,,66.7,,73.1,
2021,Pasadena,2021A00051005012,Employment rate,25 to 29 years,189.7.8,70.6,,66.7,,100.0,
2021,Pasadena,2021A00051005012,Employment rate,30 to 34 years,189.7.9,71.8,,71.4,,68.4,
2021,Pasadena,2021A00051005012,Employment rate,35 to 44 years,189.7.10,79.1,,79.5,,80.9,
2021,Pasadena,2021A00051005012,Employment rate,45 to 54 years,189.7.11,82.1,,83.7,,81.0,
2021,Pasadena,2021A00051005012,Employment rate,55 to 64 years,189.7.12,47.9,,47.2,,48.4,
2021,Pasadena,2021A00051005012,Employment rate,65 years and over,189.7.13,7.4,,10.7,,4.3,
2021,Pasadena,2021A00051005012,Employment rate,65 to 74 years,189.7.14,11.4,,15.8,,7.1,
2021,Pasadena,2021A00051005012,Employment rate,75 years and over,189.7.15,0.0,,0.0,,0.0,
2021,Pasadena,2021A00051005012,Unemployment rate,Total - Age,189.8.1,14.9,,16.0,,13.3,
2021,Pasadena,2021A00051005012,Unemployment rate,15 to 24 years,189.8.2,28.9,,28.6,,26.1,
2021,Pasadena,2021A00051005012,Unemployment rate,15 to 19 years,189.8.3,17.6,,25.0,,25.0,
2021,Pasadena,2021A00051005012,Unemployment rate,20 to 24 years,189.8.4,32.1,,30.8,,33.3,
2021,Pasadena,2021A00051005012,Unemployment rate,25 to 64 years,189.8.5,12.0,,15.2,,9.6,
2021,Pasadena,2021A00051005012,Unemployment rate,25 to 54 years,189.8.6,11.0,,12.1,,9.8,
2021,Pasadena,2021A00051005012,Unemployment rate,25 to 34 years,189.8.7,16.7,,20.0,,17.4,
2021,Pasadena,2021A00051005012,Unemployment rate,25 to 29 years,189.8.8,20.0,,37.5,,0.0,
2021,Pasadena,2021A00051005012,Unemployment rate,30 to 34 years,189.8.9,15.6,,11.1,,20.0,
2021,Pasadena,2021A00051005012,Unemployment rate,35 to 44 years,189.8.10,12.7,,13.9,,11.6,
2021,Pasadena,2021A00051005012,Unemployment rate,45 to 54 years,189.8.11,5.5,,5.3,,5.7,
2021,Pasadena,2021A00051005012,Unemployment rate,55 to 64 years,189.8.12,15.2,,24.2,,8.8,
2021,Pasadena,2021A00051005012,Unemployment rate,65 years and over,189.8.13,23.5,,20.0,,28.6,
2021,Pasadena,2021A00051005012,Unemployment rate,65 to 74 years,189.8.14,23.5,,20.0,,28.6,
2021,Pasadena,2021A00051005012,Unemployment rate,75 years and over,189.8.15,0.0,,0.0,,0.0,
2021,Cormack,2021A00051005014,Total - Labour force status,Total - Age,190.1.1,400,,200,,205,
2021,Cormack,2021A00051005014,Total - Labour force status,15 to 24 years,190.1.2,35,,0,,30,
2021,Cormack,2021A00051005014,Total - Labour force status,15 to 19 years,190.1.3,25,,0,,20,
2021,Cormack,2021A00051005014,Total - Labour force status,20 to 24 years,190.1.4,0,,0,,0,
2021,Cormack,2021A00051005014,Total - Labour force status,25 to 64 years,190.1.5,285,,140,,150,
2021,Cormack,2021A00051005014,Total - Labour force status,25 to 54 years,190.1.6,180,,85,,95,
2021,Cormack,2021A00051005014,Total - Labour force status,25 to 34 years,190.1.7,80,,30,,50,
2021,Cormack,2021A00051005014,Total - Labour force status,25 to 29 years,190.1.8,35,,10,,25,
2021,Cormack,2021A00051005014,Total - Labour force status,30 to 34 years,190.1.9,45,,20,,25,
2021,Cormack,2021A00051005014,Total - Labour force status,35 to 44 years,190.1.10,35,,15,,20,
2021,Cormack,2021A00051005014,Total - Labour force status,45 to 54 years,190.1.11,65,,35,,25,
2021,Cormack,2021A00051005014,Total - Labour force status,55 to 64 years,190.1.12,110,,50,,55,
2021,Cormack,2021A00051005014,Total - Labour force status,65 years and over,190.1.13,85,,60,,25,
2021,Cormack,2021A00051005014,Total - Labour force status,65 to 74 years,190.1.14,65,,45,,25,
2021,Cormack,2021A00051005014,Total - Labour force status,75 years and over,190.1.15,15,,15,,0,
2021,Cormack,2021A00051005014,In the labour force,Total - Age,190.2.1,205,,95,,110,
2021,Cormack,2021A00051005014,In the labour force,15 to 24 years,190.2.2,10,,0,,10,
2021,Cormack,2021A00051005014,In the labour force,15 to 19 years,190.2.3,10,,0,,10,
2021,Cormack,2021A00051005014,In the labour force,20 to 24 years,190.2.4,0,,0,,0,
2021,Cormack,2021A00051005014,In the labour force,25 to 64 years,190.2.5,190,,90,,100,
2021,Cormack,2021A00051005014,In the labour force,25 to 54 years,190.2.6,140,,65,,75,
2021,Cormack,2021A00051005014,In the labour force,25 to 34 years,190.2.7,50,,20,,25,
2021,Cormack,2021A00051005014,In the labour force,25 to 29 years,190.2.8,30,,10,,20,
2021,Cormack,2021A00051005014,In the labour force,30 to 34 years,190.2.9,20,,10,,10,
2021,Cormack,2021A00051005014,In the labour force,35 to 44 years,190.2.10,35,,15,,20,
2021,Cormack,2021A00051005014,In the labour force,45 to 54 years,190.2.11,50,,25,,25,
2021,Cormack,2021A00051005014,In the labour force,55 to 64 years,190.2.12,50,,25,,25,
2021,Cormack,2021A00051005014,In the labour force,65 years and over,190.2.13,10,,10,,0,
2021,Cormack,2021A00051005014,In the labour force,65 to 74 years,190.2.14,10,,10,,0,
2021,Cormack,2021A00051005014,In the labour force,75 years and over,190.2.15,0,,0,,0,
2021,Cormack,2021A00051005014,Employed,Total - Age,190.3.1,165,,80,,90,
2021,Cormack,2021A00051005014,Employed,15 to 24 years,190.3.2,10,,0,,10,
2021,Cormack,2021A00051005014,Employed,15 to 19 years,190.3.3,10,,0,,10,
2021,Cormack,2021A00051005014,Employed,20 to 24 years,190.3.4,0,,0,,0,
2021,Cormack,2021A00051005014,Employed,25 to 64 years,190.3.5,160,,80,,75,
2021,Cormack,2021A00051005014,Employed,25 to 54 years,190.3.6,120,,60,,55,
2021,Cormack,2021A00051005014,Employed,25 to 34 years,190.3.7,35,,20,,15,
2021,Cormack,2021A00051005014,Employed,25 to 29 years,190.3.8,15,,10,,0,
2021,Cormack,2021A00051005014,Employed,30 to 34 years,190.3.9,20,,10,,10,
2021,Cormack,2021A00051005014,Employed,35 to 44 years,190.3.10,30,,15,,15,
2021,Cormack,2021A00051005014,Employed,45 to 54 years,190.3.11,45,,20,,25,
2021,Cormack,2021A00051005014,Employed,55 to 64 years,190.3.12,40,,20,,25,
2021,Cormack,2021A00051005014,Employed,65 years and over,190.3.13,0,,0,,0,
2021,Cormack,2021A00051005014,Employed,65 to 74 years,190.3.14,0,,0,,0,
2021,Cormack,2021A00051005014,Employed,75 years and over,190.3.15,0,,0,,0,
2021,Cormack,2021A00051005014,Unemployed,Total - Age,190.4.1,35,,20,,25,
2021,Cormack,2021A00051005014,Unemployed,15 to 24 years,190.4.2,0,,0,,0,
2021,Cormack,2021A00051005014,Unemployed,15 to 19 years,190.4.3,0,,0,,0,
2021,Cormack,2021A00051005014,Unemployed,20 to 24 years,190.4.4,0,,0,,0,
2021,Cormack,2021A00051005014,Unemployed,25 to 64 years,190.4.5,30,,10,,25,
2021,Cormack,2021A00051005014,Unemployed,25 to 54 years,190.4.6,20,,0,,20,
2021,Cormack,2021A00051005014,Unemployed,25 to 34 years,190.4.7,15,,0,,15,
2021,Cormack,2021A00051005014,Unemployed,25 to 29 years,190.4.8,15,,0,,15,
2021,Cormack,2021A00051005014,Unemployed,30 to 34 years,190.4.9,0,,0,,0,
2021,Cormack,2021A00051005014,Unemployed,35 to 44 years,190.4.10,0,,0,,0,
2021,Cormack,2021A00051005014,Unemployed,45 to 54 years,190.4.11,0,,0,,0,
2021,Cormack,2021A00051005014,Unemployed,55 to 64 years,190.4.12,0,,0,,0,
2021,Cormack,2021A00051005014,Unemployed,65 years and over,190.4.13,10,,10,,0,
2021,Cormack,2021A00051005014,Unemployed,65 to 74 years,190.4.14,10,,10,,0,
2021,Cormack,2021A00051005014,Unemployed,75 years and over,190.4.15,0,,0,,0,
2021,Cormack,2021A00051005014,Not in the labour force,Total - Age,190.5.1,195,,105,,95,
2021,Cormack,2021A00051005014,Not in the labour force,15 to 24 years,190.5.2,20,,0,,15,
2021,Cormack,2021A00051005014,Not in the labour force,15 to 19 years,190.5.3,20,,0,,15,
2021,Cormack,2021A00051005014,Not in the labour force,20 to 24 years,190.5.4,0,,0,,0,
2021,Cormack,2021A00051005014,Not in the labour force,25 to 64 years,190.5.5,95,,45,,50,
2021,Cormack,2021A00051005014,Not in the labour force,25 to 54 years,190.5.6,40,,15,,20,
2021,Cormack,2021A00051005014,Not in the labour force,25 to 34 years,190.5.7,25,,10,,20,
2021,Cormack,2021A00051005014,Not in the labour force,25 to 29 years,190.5.8,0,,0,,0,
2021,Cormack,2021A00051005014,Not in the labour force,30 to 34 years,190.5.9,25,,10,,15,
2021,Cormack,2021A00051005014,Not in the labour force,35 to 44 years,190.5.10,0,,0,,0,
2021,Cormack,2021A00051005014,Not in the labour force,45 to 54 years,190.5.11,10,,10,,0,
2021,Cormack,2021A00051005014,Not in the labour force,55 to 64 years,190.5.12,55,,30,,30,
2021,Cormack,2021A00051005014,Not in the labour force,65 years and over,190.5.13,80,,50,,25,
2021,Cormack,2021A00051005014,Not in the labour force,65 to 74 years,190.5.14,60,,35,,25,
2021,Cormack,2021A00051005014,Not in the labour force,75 years and over,190.5.15,15,,15,,0,
2021,Cormack,2021A00051005014,Participation rate,Total - Age,190.6.1,51.3,,47.5,,53.7,
2021,Cormack,2021A00051005014,Participation rate,15 to 24 years,190.6.2,28.6,,0.0,,33.3,
2021,Cormack,2021A00051005014,Participation rate,15 to 19 years,190.6.3,40.0,,0.0,,50.0,
2021,Cormack,2021A00051005014,Participation rate,20 to 24 years,190.6.4,0.0,,0.0,,0.0,
2021,Cormack,2021A00051005014,Participation rate,25 to 64 years,190.6.5,66.7,,64.3,,66.7,
2021,Cormack,2021A00051005014,Participation rate,25 to 54 years,190.6.6,77.8,,76.5,,78.9,
2021,Cormack,2021A00051005014,Participation rate,25 to 34 years,190.6.7,62.5,,66.7,,50.0,
2021,Cormack,2021A00051005014,Participation rate,25 to 29 years,190.6.8,85.7,,100.0,,80.0,
2021,Cormack,2021A00051005014,Participation rate,30 to 34 years,190.6.9,44.4,,50.0,,40.0,
2021,Cormack,2021A00051005014,Participation rate,35 to 44 years,190.6.10,100.0,,100.0,,100.0,
2021,Cormack,2021A00051005014,Participation rate,45 to 54 years,190.6.11,76.9,,71.4,,100.0,
2021,Cormack,2021A00051005014,Participation rate,55 to 64 years,190.6.12,45.5,,50.0,,45.5,
2021,Cormack,2021A00051005014,Participation rate,65 years and over,190.6.13,11.8,,16.7,,0.0,
2021,Cormack,2021A00051005014,Participation rate,65 to 74 years,190.6.14,15.4,,22.2,,0.0,
2021,Cormack,2021A00051005014,Participation rate,75 years and over,190.6.15,0.0,,0.0,,0.0,
2021,Cormack,2021A00051005014,Employment rate,Total - Age,190.7.1,41.3,,40.0,,43.9,
2021,Cormack,2021A00051005014,Employment rate,15 to 24 years,190.7.2,28.6,,0.0,,33.3,
2021,Cormack,2021A00051005014,Employment rate,15 to 19 years,190.7.3,40.0,,0.0,,50.0,
2021,Cormack,2021A00051005014,Employment rate,20 to 24 years,190.7.4,0.0,,0.0,,0.0,
2021,Cormack,2021A00051005014,Employment rate,25 to 64 years,190.7.5,56.1,,57.1,,50.0,
2021,Cormack,2021A00051005014,Employment rate,25 to 54 years,190.7.6,66.7,,70.6,,57.9,
2021,Cormack,2021A00051005014,Employment rate,25 to 34 years,190.7.7,43.8,,66.7,,30.0,
2021,Cormack,2021A00051005014,Employment rate,25 to 29 years,190.7.8,42.9,,100.0,,0.0,
2021,Cormack,2021A00051005014,Employment rate,30 to 34 years,190.7.9,44.4,,50.0,,40.0,
2021,Cormack,2021A00051005014,Employment rate,35 to 44 years,190.7.10,85.7,,100.0,,75.0,
2021,Cormack,2021A00051005014,Employment rate,45 to 54 years,190.7.11,69.2,,57.1,,100.0,
2021,Cormack,2021A00051005014,Employment rate,55 to 64 years,190.7.12,36.4,,40.0,,45.5,
2021,Cormack,2021A00051005014,Employment rate,65 years and over,190.7.13,0.0,,0.0,,0.0,
2021,Cormack,2021A00051005014,Employment rate,65 to 74 years,190.7.14,0.0,,0.0,,0.0,
2021,Cormack,2021A00051005014,Employment rate,75 years and over,190.7.15,0.0,,0.0,,0.0,
2021,Cormack,2021A00051005014,Unemployment rate,Total - Age,190.8.1,17.1,,21.1,,22.7,
2021,Cormack,2021A00051005014,Unemployment rate,15 to 24 years,190.8.2,0.0,,0.0,,0.0,
2021,Cormack,2021A00051005014,Unemployment rate,15 to 19 years,190.8.3,0.0,,0.0,,0.0,
2021,Cormack,2021A00051005014,Unemployment rate,20 to 24 years,190.8.4,0.0,,0.0,,0.0,
2021,Cormack,2021A00051005014,Unemployment rate,25 to 64 years,190.8.5,15.8,,11.1,,25.0,
2021,Cormack,2021A00051005014,Unemployment rate,25 to 54 years,190.8.6,14.3,,0.0,,26.7,
2021,Cormack,2021A00051005014,Unemployment rate,25 to 34 years,190.8.7,30.0,,0.0,,60.0,
2021,Cormack,2021A00051005014,Unemployment rate,25 to 29 years,190.8.8,50.0,,0.0,,75.0,
2021,Cormack,2021A00051005014,Unemployment rate,30 to 34 years,190.8.9,0.0,,0.0,,0.0,
2021,Cormack,2021A00051005014,Unemployment rate,35 to 44 years,190.8.10,0.0,,0.0,,0.0,
2021,Cormack,2021A00051005014,Unemployment rate,45 to 54 years,190.8.11,0.0,,0.0,,0.0,
2021,Cormack,2021A00051005014,Unemployment rate,55 to 64 years,190.8.12,0.0,,0.0,,0.0,
