REF_DATE,GEO,DGUID,Gender (3a),Age (8G),Statistics (5),Coordinate,Indigenous identity (9):Total - Indigenous identity[1],Symbol,Indigenous identity (9):Indigenous identity[2],Symbol,Indigenous identity (9):Single Indigenous responses[3],Symbol,Indigenous identity (9):First Nations (North American Indian)[4],Symbol,Indigenous identity (9):Métis[5],Symbol,Indigenous identity (9):Inuk (Inuit)[6],Symbol,Indigenous identity (9):Multiple Indigenous responses[7],Symbol,Indigenous identity (9):Indigenous responses not included elsewhere[8],Symbol,Indigenous identity (9):Non-Indigenous identity[9],Symbol
2021,St. Alban's,2021A00051003019,Men+,Total - Age,2016 Counts,149.2.1.2,605,,140,,140,,140,,0,,0,,0,,0,,465,
2021,St. Alban's,2021A00051003019,Men+,Total - Age,% distribution (2021),149.2.1.3,100,,25,,23.2,,23.2,,0,,0,,0,,0,,75.9,
2021,St. Alban's,2021A00051003019,Men+,Total - Age,% distribution (2016),149.2.1.4,100,,23.1,,23.1,,23.1,,0,,0,,0,,0,,76.9,
2021,St. Alban's,2021A00051003019,Men+,Total - Age,% change (2016 to 2021),149.2.1.5,-6.6,,-3.6,,-3.6,,-3.6,,0,...,0,...,0,...,0,...,-8.6,
2021,St. Alban's,2021A00051003019,Men+,0 to 14 years,2021 Counts,149.2.2.1,40,,20,,20,,20,,0,,0,,0,,0,,20,
2021,St. Alban's,2021A00051003019,Men+,0 to 14 years,2016 Counts,149.2.2.2,70,,30,,30,,30,,0,,0,,0,,0,,35,
2021,St. Alban's,2021A00051003019,Men+,0 to 14 years,% distribution (2021),149.2.2.3,100,,50,,50,,50,,0,,0,,0,,0,,50,
2021,St. Alban's,2021A00051003019,Men+,0 to 14 years,% distribution (2016),149.2.2.4,100,,42.9,,42.9,,42.9,,0,,0,,0,,0,,50,
2021,St. Alban's,2021A00051003019,Men+,0 to 14 years,% change (2016 to 2021),149.2.2.5,-35.7,,-16.7,,-16.7,,-16.7,,0,...,0,...,0,...,0,...,-42.9,
2021,St. Alban's,2021A00051003019,Men+,15 to 24 years,2021 Counts,149.2.3.1,35,,0,,0,,0,,0,,0,,0,,0,,25,
2021,St. Alban's,2021A00051003019,Men+,15 to 24 years,2016 Counts,149.2.3.2,65,,25,,25,,25,,0,,0,,0,,0,,45,
2021,St. Alban's,2021A00051003019,Men+,15 to 24 years,% distribution (2021),149.2.3.3,100,,0,,0,,0,,0,,0,,0,,0,,71.4,
2021,St. Alban's,2021A00051003019,Men+,15 to 24 years,% distribution (2016),149.2.3.4,100,,38.5,,38.5,,38.5,,0,,0,,0,,0,,69.2,
2021,St. Alban's,2021A00051003019,Men+,15 to 24 years,% change (2016 to 2021),149.2.3.5,-46.2,,-100,,-100,,-100,,0,...,0,...,0,...,0,...,-33.3,
2021,St. Alban's,2021A00051003019,Men+,25 to 34 years,2021 Counts,149.2.4.1,20,,0,,0,,0,,0,,0,,0,,0,,20,
2021,St. Alban's,2021A00051003019,Men+,25 to 34 years,2016 Counts,149.2.4.2,10,,0,,0,,0,,0,,0,,0,,0,,10,
2021,St. Alban's,2021A00051003019,Men+,25 to 34 years,% distribution (2021),149.2.4.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,St. Alban's,2021A00051003019,Men+,25 to 34 years,% distribution (2016),149.2.4.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,St. Alban's,2021A00051003019,Men+,25 to 34 years,% change (2016 to 2021),149.2.4.5,50,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,50,
2021,St. Alban's,2021A00051003019,Men+,35 to 44 years,2021 Counts,149.2.5.1,50,,15,,15,,15,,0,,0,,0,,0,,30,
2021,St. Alban's,2021A00051003019,Men+,35 to 44 years,2016 Counts,149.2.5.2,55,,10,,10,,10,,0,,0,,0,,0,,45,
2021,St. Alban's,2021A00051003019,Men+,35 to 44 years,% distribution (2021),149.2.5.3,100,,30,,30,,30,,0,,0,,0,,0,,60,
2021,St. Alban's,2021A00051003019,Men+,35 to 44 years,% distribution (2016),149.2.5.4,100,,18.2,,18.2,,18.2,,0,,0,,0,,0,,81.8,
2021,St. Alban's,2021A00051003019,Men+,35 to 44 years,% change (2016 to 2021),149.2.5.5,-25,,100,,100,,100,,0,...,0,...,0,...,0,...,-33.3,
2021,St. Alban's,2021A00051003019,Men+,45 to 54 years,2021 Counts,149.2.6.1,105,,25,,25,,25,,0,,0,,0,,0,,80,
2021,St. Alban's,2021A00051003019,Men+,45 to 54 years,2016 Counts,149.2.6.2,130,,40,,40,,40,,0,,0,,0,,0,,90,
2021,St. Alban's,2021A00051003019,Men+,45 to 54 years,% distribution (2021),149.2.6.3,100,,23.8,,23.8,,23.8,,0,,0,,0,,0,,76.2,
2021,St. Alban's,2021A00051003019,Men+,45 to 54 years,% distribution (2016),149.2.6.4,100,,30.8,,30.8,,30.8,,0,,0,,0,,0,,69.2,
2021,St. Alban's,2021A00051003019,Men+,45 to 54 years,% change (2016 to 2021),149.2.6.5,-19.2,,-50,,-50,,-50,,0,...,0,...,0,...,0,...,-11.1,
2021,St. Alban's,2021A00051003019,Men+,55 to 64 years,2021 Counts,149.2.7.1,105,,20,,20,,20,,0,,0,,0,,0,,90,
2021,St. Alban's,2021A00051003019,Men+,55 to 64 years,2016 Counts,149.2.7.2,150,,20,,20,,20,,0,,0,,0,,0,,125,
2021,St. Alban's,2021A00051003019,Men+,55 to 64 years,% distribution (2021),149.2.7.3,100,,19,,19,,19,,0,,0,,0,,0,,85.7,
2021,St. Alban's,2021A00051003019,Men+,55 to 64 years,% distribution (2016),149.2.7.4,100,,13.3,,13.3,,13.3,,0,,0,,0,,0,,83.3,
2021,St. Alban's,2021A00051003019,Men+,55 to 64 years,% change (2016 to 2021),149.2.7.5,-26.7,,0,,0,,0,,0,...,0,...,0,...,0,...,-32,
2021,St. Alban's,2021A00051003019,Men+,65 years and over,2021 Counts,149.2.8.1,210,,45,,40,,40,,0,,0,,0,,0,,160,
2021,St. Alban's,2021A00051003019,Men+,65 years and over,2016 Counts,149.2.8.2,125,,10,,10,,10,,0,,0,,0,,0,,115,
2021,St. Alban's,2021A00051003019,Men+,65 years and over,% distribution (2021),149.2.8.3,100,,21.4,,19,,19,,0,,0,,0,,0,,76.2,
2021,St. Alban's,2021A00051003019,Men+,65 years and over,% distribution (2016),149.2.8.4,100,,8,,8,,8,,0,,0,,0,,0,,92,
2021,St. Alban's,2021A00051003019,Men+,65 years and over,% change (2016 to 2021),149.2.8.5,68,,350,,300,,300,,0,...,0,...,0,...,0,...,43.5,
2021,St. Alban's,2021A00051003019,Women+,Total - Age,2021 Counts,149.3.1.1,625,,190,,180,,170,,10,,0,,0,,10,,435,
2021,St. Alban's,2021A00051003019,Women+,Total - Age,2016 Counts,149.3.1.2,580,,160,,150,,150,,0,,0,,0,,15,,415,
2021,St. Alban's,2021A00051003019,Women+,Total - Age,% distribution (2021),149.3.1.3,100,,30.4,,28.8,,27.2,,1.6,,0,,0,,1.6,,69.6,
2021,St. Alban's,2021A00051003019,Women+,Total - Age,% distribution (2016),149.3.1.4,100,,27.6,,25.9,,25.9,,0,,0,,0,,2.6,,71.6,
2021,St. Alban's,2021A00051003019,Women+,Total - Age,% change (2016 to 2021),149.3.1.5,8.6,,21.9,,20,,16.7,,0,...,0,...,0,...,-33.3,,6,
2021,St. Alban's,2021A00051003019,Women+,0 to 14 years,2021 Counts,149.3.2.1,80,,25,,25,,25,,0,,0,,0,,0,,55,
2021,St. Alban's,2021A00051003019,Women+,0 to 14 years,2016 Counts,149.3.2.2,75,,40,,40,,40,,0,,0,,0,,0,,40,
2021,St. Alban's,2021A00051003019,Women+,0 to 14 years,% distribution (2021),149.3.2.3,100,,31.3,,31.3,,31.3,,0,,0,,0,,0,,68.8,
2021,St. Alban's,2021A00051003019,Women+,0 to 14 years,% distribution (2016),149.3.2.4,100,,53.3,,53.3,,53.3,,0,,0,,0,,0,,53.3,
2021,St. Alban's,2021A00051003019,Women+,0 to 14 years,% change (2016 to 2021),149.3.2.5,6.7,,-25,,-25,,-25,,0,...,0,...,0,...,0,...,37.5,
2021,St. Alban's,2021A00051003019,Women+,15 to 24 years,2021 Counts,149.3.3.1,45,,20,,20,,15,,0,,0,,0,,0,,25,
2021,St. Alban's,2021A00051003019,Women+,15 to 24 years,2016 Counts,149.3.3.2,35,,10,,10,,10,,0,,0,,0,,0,,25,
2021,St. Alban's,2021A00051003019,Women+,15 to 24 years,% distribution (2021),149.3.3.3,100,,44.4,,44.4,,33.3,,0,,0,,0,,0,,55.6,
2021,St. Alban's,2021A00051003019,Women+,15 to 24 years,% distribution (2016),149.3.3.4,100,,28.6,,28.6,,28.6,,0,,0,,0,,0,,71.4,
2021,St. Alban's,2021A00051003019,Women+,15 to 24 years,% change (2016 to 2021),149.3.3.5,28.6,,150,,50,,50,,0,...,0,...,0,...,0,...,-20,
2021,St. Alban's,2021A00051003019,Women+,25 to 34 years,2021 Counts,149.3.4.1,10,,0,,0,,0,,0,,0,,0,,0,,0,
2021,St. Alban's,2021A00051003019,Women+,25 to 34 years,2016 Counts,149.3.4.2,45,,15,,15,,15,,0,,0,,0,,0,,25,
2021,St. Alban's,2021A00051003019,Women+,25 to 34 years,% distribution (2021),149.3.4.3,100,,0,,0,,0,,0,,0,,0,,0,,0,
2021,St. Alban's,2021A00051003019,Women+,25 to 34 years,% distribution (2016),149.3.4.4,100,,33.3,,33.3,,33.3,,0,,0,,0,,0,,55.6,
2021,St. Alban's,2021A00051003019,Women+,25 to 34 years,% change (2016 to 2021),149.3.4.5,-77.8,,-100,,-100,,-100,,0,...,0,...,0,...,0,...,-100,
2021,St. Alban's,2021A00051003019,Women+,35 to 44 years,2021 Counts,149.3.5.1,75,,40,,40,,40,,0,,0,,0,,0,,35,
2021,St. Alban's,2021A00051003019,Women+,35 to 44 years,2016 Counts,149.3.5.2,70,,20,,20,,20,,0,,0,,0,,0,,50,
2021,St. Alban's,2021A00051003019,Women+,35 to 44 years,% distribution (2021),149.3.5.3,100,,53.3,,53.3,,53.3,,0,,0,,0,,0,,46.7,
2021,St. Alban's,2021A00051003019,Women+,35 to 44 years,% distribution (2016),149.3.5.4,100,,28.6,,28.6,,28.6,,0,,0,,0,,0,,71.4,
2021,St. Alban's,2021A00051003019,Women+,35 to 44 years,% change (2016 to 2021),149.3.5.5,14.3,,125,,125,,125,,0,...,0,...,0,...,0,...,-30,
2021,St. Alban's,2021A00051003019,Women+,45 to 54 years,2021 Counts,149.3.6.1,100,,20,,20,,20,,0,,0,,0,,0,,80,
2021,St. Alban's,2021A00051003019,Women+,45 to 54 years,2016 Counts,149.3.6.2,115,,30,,25,,25,,0,,0,,0,,0,,90,
2021,St. Alban's,2021A00051003019,Women+,45 to 54 years,% distribution (2021),149.3.6.3,100,,20,,20,,20,,0,,0,,0,,0,,80,
2021,St. Alban's,2021A00051003019,Women+,45 to 54 years,% distribution (2016),149.3.6.4,100,,26.1,,21.7,,21.7,,0,,0,,0,,0,,78.3,
2021,St. Alban's,2021A00051003019,Women+,45 to 54 years,% change (2016 to 2021),149.3.6.5,-17.4,,-33.3,,-20,,-20,,0,...,0,...,0,...,0,...,-11.1,
2021,St. Alban's,2021A00051003019,Women+,55 to 64 years,2021 Counts,149.3.7.1,140,,30,,30,,30,,0,,0,,0,,0,,115,
2021,St. Alban's,2021A00051003019,Women+,55 to 64 years,2016 Counts,149.3.7.2,110,,20,,20,,20,,0,,0,,0,,0,,90,
2021,St. Alban's,2021A00051003019,Women+,55 to 64 years,% distribution (2021),149.3.7.3,100,,21.4,,21.4,,21.4,,0,,0,,0,,0,,82.1,
2021,St. Alban's,2021A00051003019,Women+,55 to 64 years,% distribution (2016),149.3.7.4,100,,18.2,,18.2,,18.2,,0,,0,,0,,0,,81.8,
2021,St. Alban's,2021A00051003019,Women+,55 to 64 years,% change (2016 to 2021),149.3.7.5,31.8,,50,,50,,25,,0,...,0,...,0,...,0,...,22.2,
2021,St. Alban's,2021A00051003019,Women+,65 years and over,2021 Counts,149.3.8.1,175,,45,,40,,40,,0,,0,,0,,0,,125,
2021,St. Alban's,2021A00051003019,Women+,65 years and over,2016 Counts,149.3.8.2,125,,25,,20,,20,,0,,0,,0,,10,,95,
2021,St. Alban's,2021A00051003019,Women+,65 years and over,% distribution (2021),149.3.8.3,100,,25.7,,22.9,,22.9,,0,,0,,0,,0,,71.4,
2021,St. Alban's,2021A00051003019,Women+,65 years and over,% distribution (2016),149.3.8.4,100,,20,,16,,16,,0,,0,,0,,8,,76,
2021,St. Alban's,2021A00051003019,Women+,65 years and over,% change (2016 to 2021),149.3.8.5,36,,80,,125,,125,,0,...,0,...,0,...,-100,,31.6,
2021,Morrisville,2021A00051003020,Total - Gender,Total - Age,2021 Counts,150.1.1.1,80,,15,,0,,0,,0,,0,,0,,0,,65,
2021,Morrisville,2021A00051003020,Total - Gender,Total - Age,2016 Counts,150.1.1.2,110,,15,,15,,15,,0,,0,,0,,0,,100,
2021,Morrisville,2021A00051003020,Total - Gender,Total - Age,% distribution (2021),150.1.1.3,100,,18.8,,0,,0,,0,,0,,0,,0,,81.3,
2021,Morrisville,2021A00051003020,Total - Gender,Total - Age,% distribution (2016),150.1.1.4,100,,13.6,,13.6,,13.6,,0,,0,,0,,0,,90.9,
2021,Morrisville,2021A00051003020,Total - Gender,Total - Age,% change (2016 to 2021),150.1.1.5,-31.8,,-33.3,,-100,,-100,,0,...,0,...,0,...,0,...,-40,
2021,Morrisville,2021A00051003020,Total - Gender,0 to 14 years,2021 Counts,150.1.2.1,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Total - Gender,0 to 14 years,2016 Counts,150.1.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Total - Gender,0 to 14 years,% distribution (2021),150.1.2.3,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Total - Gender,0 to 14 years,% distribution (2016),150.1.2.4,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Total - Gender,0 to 14 years,% change (2016 to 2021),150.1.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Morrisville,2021A00051003020,Total - Gender,15 to 24 years,2021 Counts,150.1.3.1,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Total - Gender,15 to 24 years,2016 Counts,150.1.3.2,20,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Morrisville,2021A00051003020,Total - Gender,15 to 24 years,% distribution (2021),150.1.3.3,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Total - Gender,15 to 24 years,% distribution (2016),150.1.3.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Morrisville,2021A00051003020,Total - Gender,15 to 24 years,% change (2016 to 2021),150.1.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Morrisville,2021A00051003020,Total - Gender,25 to 34 years,2021 Counts,150.1.4.1,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Total - Gender,25 to 34 years,2016 Counts,150.1.4.2,10,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Total - Gender,25 to 34 years,% distribution (2021),150.1.4.3,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Total - Gender,25 to 34 years,% distribution (2016),150.1.4.4,100,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Total - Gender,25 to 34 years,% change (2016 to 2021),150.1.4.5,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Morrisville,2021A00051003020,Total - Gender,35 to 44 years,2021 Counts,150.1.5.1,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Total - Gender,35 to 44 years,2016 Counts,150.1.5.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Total - Gender,35 to 44 years,% distribution (2021),150.1.5.3,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Total - Gender,35 to 44 years,% distribution (2016),150.1.5.4,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Total - Gender,35 to 44 years,% change (2016 to 2021),150.1.5.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Morrisville,2021A00051003020,Total - Gender,45 to 54 years,2021 Counts,150.1.6.1,15,,0,,0,,0,,0,,0,,0,,0,,10,
2021,Morrisville,2021A00051003020,Total - Gender,45 to 54 years,2016 Counts,150.1.6.2,30,,0,,0,,0,,0,,0,,0,,0,,25,
2021,Morrisville,2021A00051003020,Total - Gender,45 to 54 years,% distribution (2021),150.1.6.3,100,,0,,0,,0,,0,,0,,0,,0,,66.7,
2021,Morrisville,2021A00051003020,Total - Gender,45 to 54 years,% distribution (2016),150.1.6.4,100,,0,,0,,0,,0,,0,,0,,0,,83.3,
2021,Morrisville,2021A00051003020,Total - Gender,45 to 54 years,% change (2016 to 2021),150.1.6.5,-50,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-100,
2021,Morrisville,2021A00051003020,Total - Gender,55 to 64 years,2021 Counts,150.1.7.1,25,,0,,0,,0,,0,,0,,0,,0,,25,
2021,Morrisville,2021A00051003020,Total - Gender,55 to 64 years,2016 Counts,150.1.7.2,30,,0,,0,,0,,0,,0,,0,,0,,30,
2021,Morrisville,2021A00051003020,Total - Gender,55 to 64 years,% distribution (2021),150.1.7.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Morrisville,2021A00051003020,Total - Gender,55 to 64 years,% distribution (2016),150.1.7.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Morrisville,2021A00051003020,Total - Gender,55 to 64 years,% change (2016 to 2021),150.1.7.5,-16.7,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-16.7,
2021,Morrisville,2021A00051003020,Total - Gender,65 years and over,2021 Counts,150.1.8.1,20,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Morrisville,2021A00051003020,Total - Gender,65 years and over,2016 Counts,150.1.8.2,20,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Morrisville,2021A00051003020,Total - Gender,65 years and over,% distribution (2021),150.1.8.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Morrisville,2021A00051003020,Total - Gender,65 years and over,% distribution (2016),150.1.8.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Morrisville,2021A00051003020,Total - Gender,65 years and over,% change (2016 to 2021),150.1.8.5,25,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,25,
2021,Morrisville,2021A00051003020,Men+,Total - Age,2021 Counts,150.2.1.1,35,,10,,0,,0,,0,,0,,0,,0,,25,
2021,Morrisville,2021A00051003020,Men+,Total - Age,2016 Counts,150.2.1.2,60,,10,,10,,10,,0,,0,,0,,0,,50,
2021,Morrisville,2021A00051003020,Men+,Total - Age,% distribution (2021),150.2.1.3,100,,28.6,,0,,0,,0,,0,,0,,0,,71.4,
2021,Morrisville,2021A00051003020,Men+,Total - Age,% distribution (2016),150.2.1.4,100,,16.7,,16.7,,16.7,,0,,0,,0,,0,,83.3,
2021,Morrisville,2021A00051003020,Men+,Total - Age,% change (2016 to 2021),150.2.1.5,-41.7,,0,,0,,0,,0,...,0,...,0,...,0,...,-50,
2021,Morrisville,2021A00051003020,Men+,0 to 14 years,2021 Counts,150.2.2.1,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,0 to 14 years,2016 Counts,150.2.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,0 to 14 years,% distribution (2021),150.2.2.3,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,0 to 14 years,% distribution (2016),150.2.2.4,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,0 to 14 years,% change (2016 to 2021),150.2.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Morrisville,2021A00051003020,Men+,15 to 24 years,2021 Counts,150.2.3.1,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,15 to 24 years,2016 Counts,150.2.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,15 to 24 years,% distribution (2021),150.2.3.3,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,15 to 24 years,% distribution (2016),150.2.3.4,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,15 to 24 years,% change (2016 to 2021),150.2.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Morrisville,2021A00051003020,Men+,25 to 34 years,2021 Counts,150.2.4.1,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,25 to 34 years,2016 Counts,150.2.4.2,10,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,25 to 34 years,% distribution (2021),150.2.4.3,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,25 to 34 years,% distribution (2016),150.2.4.4,100,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,25 to 34 years,% change (2016 to 2021),150.2.4.5,-100,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Morrisville,2021A00051003020,Men+,35 to 44 years,2021 Counts,150.2.5.1,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,35 to 44 years,2016 Counts,150.2.5.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,35 to 44 years,% distribution (2021),150.2.5.3,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,35 to 44 years,% distribution (2016),150.2.5.4,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,35 to 44 years,% change (2016 to 2021),150.2.5.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Morrisville,2021A00051003020,Men+,45 to 54 years,2021 Counts,150.2.6.1,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,45 to 54 years,2016 Counts,150.2.6.2,10,,0,,0,,0,,0,,0,,0,,0,,10,
2021,Morrisville,2021A00051003020,Men+,45 to 54 years,% distribution (2021),150.2.6.3,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Men+,45 to 54 years,% distribution (2016),150.2.6.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Morrisville,2021A00051003020,Men+,45 to 54 years,% change (2016 to 2021),150.2.6.5,-100,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Morrisville,2021A00051003020,Men+,55 to 64 years,2021 Counts,150.2.7.1,15,,0,,0,,0,,0,,0,,0,,0,,15,
2021,Morrisville,2021A00051003020,Men+,55 to 64 years,2016 Counts,150.2.7.2,20,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Morrisville,2021A00051003020,Men+,55 to 64 years,% distribution (2021),150.2.7.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Morrisville,2021A00051003020,Men+,55 to 64 years,% distribution (2016),150.2.7.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Morrisville,2021A00051003020,Men+,55 to 64 years,% change (2016 to 2021),150.2.7.5,-50,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-50,
2021,Morrisville,2021A00051003020,Men+,65 years and over,2021 Counts,150.2.8.1,15,,0,,0,,0,,0,,0,,0,,0,,15,
2021,Morrisville,2021A00051003020,Men+,65 years and over,2016 Counts,150.2.8.2,15,,0,,0,,0,,0,,0,,0,,0,,10,
2021,Morrisville,2021A00051003020,Men+,65 years and over,% distribution (2021),150.2.8.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Morrisville,2021A00051003020,Men+,65 years and over,% distribution (2016),150.2.8.4,100,,0,,0,,0,,0,,0,,0,,0,,66.7,
2021,Morrisville,2021A00051003020,Men+,65 years and over,% change (2016 to 2021),150.2.8.5,-33.3,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,
2021,Morrisville,2021A00051003020,Women+,Total - Age,2021 Counts,150.3.1.1,40,,0,,0,,0,,0,,0,,0,,0,,35,
2021,Morrisville,2021A00051003020,Women+,Total - Age,2016 Counts,150.3.1.2,55,,0,,0,,0,,0,,0,,0,,0,,50,
2021,Morrisville,2021A00051003020,Women+,Total - Age,% distribution (2021),150.3.1.3,100,,0,,0,,0,,0,,0,,0,,0,,87.5,
2021,Morrisville,2021A00051003020,Women+,Total - Age,% distribution (2016),150.3.1.4,100,,0,,0,,0,,0,,0,,0,,0,,90.9,
2021,Morrisville,2021A00051003020,Women+,Total - Age,% change (2016 to 2021),150.3.1.5,-27.3,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-30,
2021,Morrisville,2021A00051003020,Women+,0 to 14 years,2021 Counts,150.3.2.1,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Women+,0 to 14 years,2016 Counts,150.3.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Women+,0 to 14 years,% distribution (2021),150.3.2.3,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Women+,0 to 14 years,% distribution (2016),150.3.2.4,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Women+,0 to 14 years,% change (2016 to 2021),150.3.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Morrisville,2021A00051003020,Women+,15 to 24 years,2021 Counts,150.3.3.1,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Women+,15 to 24 years,2016 Counts,150.3.3.2,15,,0,,0,,0,,0,,0,,0,,0,,15,
2021,Morrisville,2021A00051003020,Women+,15 to 24 years,% distribution (2021),150.3.3.3,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Women+,15 to 24 years,% distribution (2016),150.3.3.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Morrisville,2021A00051003020,Women+,15 to 24 years,% change (2016 to 2021),150.3.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Morrisville,2021A00051003020,Women+,25 to 34 years,2021 Counts,150.3.4.1,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Women+,25 to 34 years,2016 Counts,150.3.4.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Women+,25 to 34 years,% distribution (2021),150.3.4.3,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Women+,25 to 34 years,% distribution (2016),150.3.4.4,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Morrisville,2021A00051003020,Women+,25 to 34 years,% change (2016 to 2021),150.3.4.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Morrisville,2021A00051003020,Women+,35 to 44 years,2021 Counts,150.3.5.1,0,,0,,0,,0,,0,,0,,0,,0,,0,
